Flop,Hand,Weight IP,IP Equity,BET 100% freq,BET 60% freq,BET 31.1% freq,CHECK freq
As Kh Jd,Td9d,1.000,40.60,2.47,4.03,92.45,1.04
As Kh Jd,QdJc,0.350,67.12,2.00,3.74,93.55,0.71
As Kh Jd,QdQc,1.000,67.65,1.67,2.61,92.61,3.11
As Kh Jd,Qd8d,0.035,44.35,7.36,7.43,84.30,0.91
As Kh Jd,Qd9d,1.000,45.07,3.11,4.26,91.75,0.88
As Kh Jd,QdTd,1.000,93.15,4.15,4.83,90.82,0.20
As Kh Jd,QdJh,0.350,67.27,1.87,3.71,93.79,0.64
As Kh Jd,QdJs,0.350,67.32,2.00,3.95,93.39,0.66
As Kh Jd,KdTc,0.050,72.21,0.60,0.93,97.89,0.58
As Kh Jd,KdJc,0.615,81.13,0.39,1.44,97.27,0.90
As Kh Jd,KdQc,1.000,73.89,1.27,2.08,95.44,1.20
As Kh Jd,KdKc,1.000,90.79,2.61,4.19,92.96,0.24
As Kh Jd,Kd5d,0.205,66.29,0.89,1.32,90.41,7.38
As Kh Jd,Kd6d,0.465,66.30,0.89,1.32,94.45,3.34
As Kh Jd,Kd7d,0.585,66.45,0.83,1.24,95.26,2.67
As Kh Jd,Kd8d,0.790,66.63,0.82,1.21,95.79,2.18
As Kh Jd,Kd9d,1.000,67.02,0.66,0.96,96.70,1.68
As Kh Jd,KdTd,1.000,73.54,0.49,0.97,97.98,0.56
As Kh Jd,KdQd,1.000,75.09,0.50,1.95,96.72,0.84
As Kh Jd,KdTh,0.050,72.37,0.48,0.75,98.41,0.36
As Kh Jd,KdJh,0.615,81.22,1.04,2.73,95.11,1.12
As Kh Jd,KdQh,1.000,74.05,1.14,1.86,95.79,1.22
As Kh Jd,KdTs,0.050,72.35,0.55,0.85,98.19,0.41
As Kh Jd,KdJs,0.615,81.26,1.65,3.56,93.54,1.25
As Kh Jd,KdQs,1.000,74.14,1.15,2.23,95.49,1.13
As Kh Jd,AdTc,0.755,80.44,0.59,1.82,96.61,0.99
As Kh Jd,AdJc,1.000,84.85,0.99,1.89,96.40,0.73
As Kh Jd,AdQc,1.000,82.28,1.05,3.78,94.58,0.59
As Kh Jd,AdKc,1.000,86.23,2.40,4.36,92.85,0.39
As Kh Jd,AdAc,1.000,91.01,2.18,3.45,94.13,0.24
As Kh Jd,Ad3d,1.000,74.33,0.83,3.08,94.68,1.42
As Kh Jd,Ad4d,1.000,74.25,0.85,2.65,95.00,1.50
As Kh Jd,Ad5d,1.000,74.20,0.72,2.84,95.20,1.24
As Kh Jd,Ad6d,1.000,74.19,0.70,2.38,95.67,1.26
As Kh Jd,Ad7d,1.000,74.36,0.67,1.90,96.22,1.22
As Kh Jd,Ad8d,1.000,74.66,0.59,2.49,95.67,1.25
As Kh Jd,Ad9d,1.000,75.36,0.41,2.88,95.50,1.21
As Kh Jd,AdTd,1.000,81.51,0.38,2.42,96.64,0.56
As Kh Jd,AdQd,1.000,83.28,1.25,5.42,92.97,0.36
As Kh Jd,AdKd,1.000,87.15,2.29,4.65,92.97,0.09
As Kh Jd,AdTh,0.755,80.57,0.44,2.06,96.50,1.00
As Kh Jd,AdJh,1.000,84.94,1.32,3.07,94.53,1.09
As Kh Jd,AdQh,1.000,82.44,1.42,5.55,92.42,0.61
As Kh Jd,AdTs,0.755,80.59,0.40,1.83,96.80,0.97
As Kh Jd,AdJs,1.000,84.99,1.10,2.92,95.07,0.91
As Kh Jd,AdQs,1.000,82.50,1.16,3.79,94.44,0.60
As Kh Jd,AdKs,1.000,86.38,2.04,3.28,94.31,0.38
As Kh Jd,2h2c,0.355,32.57,1.68,3.19,93.67,1.45
As Kh Jd,2h2d,0.355,32.66,1.50,2.82,94.70,0.97
As Kh Jd,3h3c,0.325,34.07,1.62,3.03,94.09,1.27
As Kh Jd,3h3d,0.325,34.15,1.43,2.74,95.25,0.59
As Kh Jd,4h4c,0.355,35.65,1.56,3.01,94.13,1.31
As Kh Jd,4h4d,0.355,35.72,1.33,2.55,95.40,0.73
As Kh Jd,5h5c,0.930,37.47,1.54,3.09,94.59,0.77
As Kh Jd,5h5d,0.930,37.55,1.32,2.61,95.12,0.95
As Kh Jd,5h4h,0.095,19.06,2.36,4.51,92.42,0.71
As Kh Jd,6h6c,1.000,39.75,1.56,3.33,94.61,0.50
As Kh Jd,6h6d,1.000,39.81,1.18,2.46,95.66,0.70
As Kh Jd,6h5h,0.205,18.66,2.03,3.83,92.62,1.52
As Kh Jd,7h7c,1.000,42.31,1.46,3.11,94.67,0.76
As Kh Jd,7h7d,1.000,42.36,1.23,2.64,95.73,0.40
As Kh Jd,7h6h,0.165,20.32,2.38,4.53,91.25,1.83
As Kh Jd,8h8c,1.000,44.83,1.52,2.65,94.95,0.89
As Kh Jd,8h8d,1.000,44.87,1.30,2.28,95.78,0.64
As Kh Jd,8h7h,0.180,23.74,2.23,4.64,92.91,0.21
As Kh Jd,9h9c,1.000,47.69,1.48,2.46,93.69,2.37
As Kh Jd,9h9d,1.000,47.74,1.38,2.25,95.10,1.27
As Kh Jd,9h7h,0.010,26.50,2.03,3.91,86.20,7.86
As Kh Jd,9h8h,0.375,27.09,1.81,3.50,93.67,1.01
As Kh Jd,ThTc,1.000,59.54,3.40,5.84,89.98,0.77
As Kh Jd,ThTd,1.000,59.70,3.67,6.40,89.12,0.81
As Kh Jd,Th8h,0.440,39.70,2.55,5.03,91.25,1.18
As Kh Jd,Th9h,1.000,40.59,2.91,4.96,90.86,1.27
As Kh Jd,JhJc,1.000,90.36,1.95,3.76,94.06,0.23
As Kh Jd,Jh9h,1.000,59.75,2.13,3.28,93.18,1.41
As Kh Jd,JhTh,1.000,67.31,1.10,2.32,95.80,0.78
As Kh Jd,QhJc,0.350,67.07,1.86,3.52,93.67,0.95
As Kh Jd,QhQc,1.000,67.67,1.68,2.84,93.20,2.28
As Kh Jd,QhQd,1.000,67.79,1.52,2.30,95.66,0.52
As Kh Jd,Qh8h,0.035,44.34,1.99,8.39,88.69,0.93
As Kh Jd,Qh9h,1.000,45.07,1.77,3.80,93.53,0.90
As Kh Jd,QhTh,1.000,93.20,3.96,4.54,91.31,0.20
As Kh Jd,QhJh,1.000,68.73,1.13,2.43,95.59,0.84
As Kh Jd,QhJs,0.350,67.28,1.94,3.66,93.76,0.64
As Kh Jd,AhTc,0.755,80.47,0.59,1.88,96.54,0.99
As Kh Jd,AhJc,1.000,84.91,1.02,1.75,96.46,0.78
As Kh Jd,AhQc,1.000,82.32,1.08,4.23,94.09,0.60
As Kh Jd,AhKc,1.000,86.30,2.43,5.02,92.30,0.25
As Kh Jd,AhAc,1.000,91.01,2.15,3.32,94.27,0.26
As Kh Jd,AhTd,0.755,80.60,0.59,2.23,96.22,0.96
As Kh Jd,AhQd,1.000,82.48,1.74,5.86,91.78,0.61
As Kh Jd,AhKd,1.000,86.38,2.10,3.62,93.87,0.42
As Kh Jd,AhAd,1.000,91.09,1.90,3.04,94.80,0.26
As Kh Jd,Ah3h,1.000,74.36,0.87,2.43,95.10,1.60
As Kh Jd,Ah4h,1.000,74.26,0.91,2.32,95.09,1.68
As Kh Jd,Ah5h,1.000,74.22,0.85,2.39,95.20,1.56
As Kh Jd,Ah6h,1.000,74.22,0.77,1.87,95.86,1.50
As Kh Jd,Ah7h,1.000,74.38,0.75,2.15,95.63,1.47
As Kh Jd,Ah8h,1.000,74.68,0.67,2.07,95.79,1.47
As Kh Jd,Ah9h,1.000,75.38,0.44,1.46,96.69,1.40
As Kh Jd,AhTh,1.000,81.53,0.39,1.57,97.44,0.60
As Kh Jd,AhJh,1.000,85.85,1.19,3.67,94.73,0.41
As Kh Jd,AhQh,1.000,83.36,1.11,3.56,94.98,0.35
As Kh Jd,AhTs,0.755,80.62,0.43,2.47,96.12,0.97
As Kh Jd,AhJs,1.000,85.05,1.20,2.76,95.02,1.02
As Kh Jd,AhQs,1.000,82.54,1.19,4.56,93.64,0.61
As Kh Jd,AhKs,1.000,86.45,2.18,3.74,93.72,0.36
As Kh Jd,2s2c,0.355,32.59,2.09,4.18,92.06,1.66
As Kh Jd,2s2d,0.355,32.68,1.94,5.60,91.68,0.78
As Kh Jd,2s2h,0.355,32.64,1.87,4.11,93.27,0.75
As Kh Jd,3s3c,0.325,34.08,1.85,3.46,92.63,2.06
As Kh Jd,3s3d,0.325,34.16,1.73,3.81,93.44,1.02
As Kh Jd,3s3h,0.325,34.15,1.67,3.95,93.55,0.84
As Kh Jd,4s4c,0.355,35.64,1.74,3.36,92.98,1.92
As Kh Jd,4s4d,0.355,35.71,1.49,2.87,94.43,1.22
As Kh Jd,4s4h,0.355,35.74,1.42,2.66,95.12,0.81
As Kh Jd,5s5c,0.930,37.52,1.69,3.40,93.99,0.91
As Kh Jd,5s5d,0.930,37.59,1.47,3.25,94.20,1.08
As Kh Jd,5s5h,0.930,37.60,1.29,2.56,95.45,0.70
As Kh Jd,5s4s,0.095,19.08,3.22,18.10,77.67,1.00
As Kh Jd,6s6c,1.000,39.74,1.69,3.65,94.10,0.57
As Kh Jd,6s6d,1.000,39.80,1.32,2.80,95.51,0.37
As Kh Jd,6s6h,1.000,39.81,1.20,2.55,95.83,0.42
As Kh Jd,6s5s,0.205,18.68,2.65,5.60,90.81,0.94
As Kh Jd,7s7c,1.000,42.30,1.49,3.22,94.98,0.31
As Kh Jd,7s7d,1.000,42.35,1.23,2.68,95.64,0.44
As Kh Jd,7s7h,1.000,42.36,1.17,2.53,96.06,0.24
As Kh Jd,7s6s,0.165,20.32,3.11,11.31,84.33,1.26
As Kh Jd,8s8c,1.000,44.89,1.45,2.48,95.33,0.75
As Kh Jd,8s8d,1.000,44.92,1.30,2.27,95.99,0.45
As Kh Jd,8s8h,1.000,44.92,1.25,2.14,96.16,0.44
As Kh Jd,8s7s,0.180,23.76,2.05,7.39,90.41,0.15
As Kh Jd,9s9c,1.000,47.77,1.26,3.12,93.82,1.80
As Kh Jd,9s9d,1.000,47.83,1.24,2.32,95.41,1.03
As Kh Jd,9s9h,1.000,47.84,1.26,2.01,95.59,1.14
As Kh Jd,9s7s,0.010,26.54,1.81,6.36,91.70,0.13
As Kh Jd,9s8s,0.375,27.16,1.43,3.83,94.31,0.43
As Kh Jd,TsTc,1.000,59.49,3.78,6.96,88.40,0.85
As Kh Jd,TsTd,1.000,59.65,3.88,8.28,86.98,0.86
As Kh Jd,TsTh,1.000,59.66,2.94,6.21,90.17,0.69
As Kh Jd,Ts8s,0.440,39.70,3.00,5.77,89.96,1.27
As Kh Jd,Ts9s,1.000,40.60,3.12,5.89,89.61,1.39
As Kh Jd,JsJc,1.000,90.37,1.92,3.76,94.10,0.22
As Kh Jd,JsJh,1.000,90.45,2.55,4.84,92.35,0.27
As Kh Jd,Js9s,1.000,59.89,2.23,3.40,92.99,1.38
As Kh Jd,JsTs,1.000,67.31,1.16,2.59,95.46,0.79
As Kh Jd,QsJc,0.350,67.16,1.76,3.15,94.50,0.59
As Kh Jd,QsQc,1.000,67.76,1.77,2.98,93.02,2.23
As Kh Jd,QsQd,1.000,67.88,1.59,2.33,95.34,0.74
As Kh Jd,QsJh,0.350,67.32,1.66,2.96,94.81,0.56
As Kh Jd,QsQh,1.000,67.90,1.78,2.61,94.94,0.67
As Kh Jd,Qs8s,0.035,44.43,3.20,9.79,86.15,0.86
As Kh Jd,Qs9s,1.000,45.17,1.37,3.61,94.22,0.79
As Kh Jd,QsTs,1.000,93.19,3.80,4.60,91.40,0.20
As Kh Jd,QsJs,1.000,68.86,1.05,2.33,95.80,0.82
As Kh Jd,KsTc,0.050,72.29,0.71,1.13,97.68,0.48
As Kh Jd,KsJc,0.615,81.21,0.55,1.51,96.89,1.06
As Kh Jd,KsQc,1.000,73.97,1.24,2.62,95.06,1.08
As Kh Jd,KsKc,1.000,90.80,2.01,4.24,93.45,0.30
As Kh Jd,KsTd,0.050,72.40,0.65,1.04,97.87,0.44
As Kh Jd,KsQd,1.000,74.11,1.16,1.97,95.84,1.03
As Kh Jd,KsKd,1.000,90.89,1.96,2.75,94.97,0.32
As Kh Jd,KsTh,0.050,72.45,0.53,0.86,98.24,0.37
As Kh Jd,KsJh,0.615,81.31,1.33,3.51,93.76,1.40
As Kh Jd,KsQh,1.000,74.13,1.12,1.92,95.94,1.02
As Kh Jd,Ks5s,0.205,66.47,0.77,1.08,92.80,5.35
As Kh Jd,Ks6s,0.465,66.39,0.79,1.11,95.53,2.57
As Kh Jd,Ks7s,0.585,66.55,0.84,1.19,95.46,2.51
As Kh Jd,Ks8s,0.790,66.79,0.86,1.23,95.68,2.24
As Kh Jd,Ks9s,1.000,67.27,0.69,0.95,96.90,1.46
As Kh Jd,KsTs,1.000,73.83,0.29,0.64,98.44,0.63
As Kh Jd,KsJs,1.000,82.33,0.51,2.70,96.25,0.54
As Kh Jd,KsQs,1.000,75.49,0.28,1.29,97.64,0.78
As Ks 8h,5c4c,0.095,15.56,9.15,15.02,57.54,18.29
As Ks 8h,6c5c,0.205,16.35,10.17,11.80,35.20,42.84
As Ks 8h,7c6c,0.165,19.35,7.64,7.84,9.91,74.61
As Ks 8h,8c7c,0.180,52.74,96.36,2.60,0.95,0.10
As Ks 8h,9c7c,0.010,23.26,1.55,1.64,1.85,94.97
As Ks 8h,9c8c,0.375,54.48,95.91,2.86,1.12,0.11
As Ks 8h,Tc8c,0.440,55.92,94.50,3.72,1.63,0.15
As Ks 8h,Tc9c,1.000,26.79,36.47,10.16,23.07,30.29
As Ks 8h,Jc9c,1.000,29.51,17.90,10.72,34.18,37.21
As Ks 8h,JcTc,1.000,40.26,64.56,9.29,12.08,14.07
As Ks 8h,Qc8c,0.035,56.66,98.52,0.86,0.56,0.05
As Ks 8h,Qc9c,1.000,34.13,11.10,18.18,28.03,42.69
As Ks 8h,QcTc,1.000,44.57,70.48,8.70,10.01,10.81
As Ks 8h,QcJc,1.000,46.24,67.89,10.76,9.23,12.11
As Ks 8h,QcJd,0.350,46.24,81.05,9.03,6.75,3.17
As Ks 8h,QcJh,0.350,46.35,80.66,9.30,5.62,4.42
As Ks 8h,QcJs,0.350,49.85,70.90,8.69,9.18,11.22
As Ks 8h,Kc5c,0.205,66.38,56.42,1.70,1.35,40.54
As Ks 8h,Kc6c,0.465,66.45,74.61,1.81,1.47,22.12
As Ks 8h,Kc7c,0.585,66.74,68.89,2.06,1.85,27.21
As Ks 8h,Kc8c,0.790,83.54,93.40,4.66,1.91,0.04
As Ks 8h,Kc9c,1.000,67.66,44.29,8.12,7.61,39.98
As Ks 8h,KcTc,1.000,69.25,39.59,7.32,12.77,40.32
As Ks 8h,KcJc,1.000,70.31,36.59,8.03,20.74,34.64
As Ks 8h,KcQc,1.000,71.38,28.69,13.47,24.91,32.94
As Ks 8h,KcTd,0.050,69.23,26.40,7.38,11.41,54.81
As Ks 8h,KcJd,0.615,70.31,29.44,7.97,23.36,39.23
As Ks 8h,KcQd,1.000,71.39,27.20,13.65,25.32,33.84
As Ks 8h,KcTh,0.050,69.43,65.14,6.00,5.47,23.40
As Ks 8h,KcJh,0.615,70.54,33.19,8.78,28.84,29.18
As Ks 8h,KcQh,1.000,71.61,31.50,13.96,30.64,23.90
As Ks 8h,KcTs,0.050,72.01,74.75,4.32,9.30,11.63
As Ks 8h,KcJs,0.615,73.42,41.41,5.47,14.69,38.42
As Ks 8h,KcQs,1.000,74.74,47.13,10.29,17.78,24.80
As Ks 8h,Ac3c,1.000,75.75,35.67,13.02,18.00,33.32
As Ks 8h,Ac4c,1.000,75.72,34.13,12.23,19.57,34.08
As Ks 8h,Ac5c,1.000,75.76,26.35,12.87,24.03,36.75
As Ks 8h,Ac6c,1.000,75.81,23.45,12.77,24.31,39.47
As Ks 8h,Ac7c,1.000,76.09,19.94,13.45,27.03,39.59
As Ks 8h,Ac8c,1.000,86.66,70.23,11.76,10.94,7.07
As Ks 8h,Ac9c,1.000,77.62,48.91,12.23,18.81,20.05
As Ks 8h,AcTc,1.000,79.61,64.21,9.69,12.94,13.17
As Ks 8h,AcJc,1.000,80.71,77.70,9.59,7.30,5.42
As Ks 8h,AcQc,1.000,81.91,89.11,5.89,4.57,0.43
As Ks 8h,AcKc,1.000,88.86,88.69,7.55,3.71,0.05
As Ks 8h,AcTd,0.755,79.61,66.37,9.54,12.17,11.92
As Ks 8h,AcJd,1.000,80.69,77.55,9.56,7.23,5.66
As Ks 8h,AcQd,1.000,81.86,89.84,5.77,4.01,0.38
As Ks 8h,AcKd,1.000,88.82,87.97,7.45,4.54,0.04
As Ks 8h,AcTh,0.755,79.79,56.36,9.73,15.70,18.22
As Ks 8h,AcJh,1.000,80.90,72.92,11.72,8.40,6.96
As Ks 8h,AcQh,1.000,82.07,88.62,6.39,4.45,0.53
As Ks 8h,AcKh,1.000,88.91,83.41,8.68,7.86,0.05
As Ks 8h,AcTs,0.755,81.89,37.36,14.35,25.63,22.67
As Ks 8h,AcJs,1.000,83.33,49.31,16.74,17.16,16.78
As Ks 8h,AcQs,1.000,84.72,73.46,11.77,9.64,5.13
As Ks 8h,2d2c,0.355,34.43,46.40,13.42,8.55,31.62
As Ks 8h,3d3c,0.325,35.85,55.19,10.12,7.87,26.82
As Ks 8h,4d4c,0.355,37.61,53.37,9.56,7.99,29.07
As Ks 8h,5d5c,0.930,39.65,53.40,15.52,13.72,17.35
As Ks 8h,5d4d,0.095,15.56,9.15,15.01,57.55,18.29
As Ks 8h,6d6c,1.000,42.00,64.93,13.17,11.52,10.38
As Ks 8h,6d5d,0.205,16.35,10.17,11.80,35.20,42.84
As Ks 8h,7d7c,1.000,44.63,62.00,15.29,10.26,12.45
As Ks 8h,7d6d,0.165,19.35,7.64,7.84,9.90,74.61
As Ks 8h,8d8c,1.000,92.16,92.97,5.25,1.77,0.01
As Ks 8h,8d7d,0.180,52.74,96.35,2.60,0.95,0.10
As Ks 8h,9d9c,1.000,53.17,73.25,5.84,5.85,15.05
As Ks 8h,9d7d,0.010,23.26,1.55,1.64,1.85,94.97
As Ks 8h,9d8d,0.375,54.48,95.91,2.86,1.12,0.11
As Ks 8h,TdTc,1.000,56.99,24.90,11.22,16.13,47.75
As Ks 8h,Td8d,0.440,55.92,94.50,3.72,1.63,0.15
As Ks 8h,Td9d,1.000,26.79,36.46,10.17,23.08,30.30
As Ks 8h,JdJc,1.000,59.54,58.72,5.81,4.88,30.60
As Ks 8h,Jd9d,1.000,29.51,17.89,10.72,34.18,37.21
As Ks 8h,JdTd,1.000,40.26,64.56,9.29,12.08,14.07
As Ks 8h,QdJc,0.350,46.24,81.05,9.03,6.75,3.17
As Ks 8h,QdQc,1.000,61.49,65.12,3.37,2.18,29.33
As Ks 8h,Qd8d,0.035,56.66,98.52,0.86,0.56,0.05
As Ks 8h,Qd9d,1.000,34.13,11.10,18.18,28.03,42.68
As Ks 8h,QdTd,1.000,44.57,70.48,8.70,10.01,10.81
As Ks 8h,QdJd,1.000,46.24,67.89,10.76,9.24,12.11
As Ks 8h,QdJh,0.350,46.35,80.67,9.30,5.62,4.41
As Ks 8h,QdJs,0.350,49.85,70.91,8.69,9.18,11.23
As Ks 8h,KdTc,0.050,69.23,26.41,7.38,11.41,54.80
As Ks 8h,KdJc,0.615,70.31,29.45,7.97,23.35,39.23
As Ks 8h,KdQc,1.000,71.39,27.20,13.65,25.32,33.83
As Ks 8h,KdKc,1.000,92.84,86.43,6.64,6.81,0.12
As Ks 8h,Kd5d,0.205,66.38,56.42,1.70,1.35,40.53
As Ks 8h,Kd6d,0.465,66.45,74.63,1.81,1.47,22.10
As Ks 8h,Kd7d,0.585,66.74,68.90,2.06,1.85,27.19
As Ks 8h,Kd8d,0.790,83.54,93.40,4.66,1.91,0.04
As Ks 8h,Kd9d,1.000,67.66,44.29,8.12,7.61,39.98
As Ks 8h,KdTd,1.000,69.25,39.59,7.32,12.77,40.32
As Ks 8h,KdJd,1.000,70.31,36.59,8.03,20.74,34.64
As Ks 8h,KdQd,1.000,71.38,28.69,13.47,24.91,32.94
As Ks 8h,KdTh,0.050,69.43,65.13,6.00,5.47,23.40
As Ks 8h,KdJh,0.615,70.54,33.20,8.78,28.84,29.18
As Ks 8h,KdQh,1.000,71.61,31.50,13.96,30.64,23.90
As Ks 8h,KdTs,0.050,72.01,74.90,4.32,9.27,11.51
As Ks 8h,KdJs,0.615,73.42,41.40,5.48,14.70,38.43
As Ks 8h,KdQs,1.000,74.74,47.13,10.29,17.79,24.80
As Ks 8h,AdTc,0.755,79.61,66.36,9.54,12.19,11.91
As Ks 8h,AdJc,1.000,80.69,77.53,9.56,7.23,5.69
As Ks 8h,AdQc,1.000,81.86,89.84,5.77,4.00,0.39
As Ks 8h,AdKc,1.000,88.82,87.96,7.45,4.55,0.04
As Ks 8h,AdAc,1.000,93.07,31.02,18.76,31.21,19.00
As Ks 8h,Ad3d,1.000,75.75,35.66,13.01,18.00,33.32
As Ks 8h,Ad4d,1.000,75.72,34.12,12.23,19.58,34.08
As Ks 8h,Ad5d,1.000,75.76,26.34,12.87,24.04,36.75
As Ks 8h,Ad6d,1.000,75.81,23.45,12.77,24.30,39.48
As Ks 8h,Ad7d,1.000,76.09,19.93,13.45,27.03,39.59
As Ks 8h,Ad8d,1.000,86.66,70.24,11.77,10.91,7.08
As Ks 8h,Ad9d,1.000,77.62,48.88,12.24,18.83,20.05
As Ks 8h,AdTd,1.000,79.61,64.19,9.69,12.97,13.15
As Ks 8h,AdJd,1.000,80.71,77.68,9.59,7.30,5.44
As Ks 8h,AdQd,1.000,81.91,89.12,5.89,4.56,0.43
As Ks 8h,AdKd,1.000,88.86,88.70,7.55,3.71,0.05
As Ks 8h,AdTh,0.755,79.79,56.38,9.73,15.70,18.20
As Ks 8h,AdJh,1.000,80.90,72.94,11.72,8.40,6.94
As Ks 8h,AdQh,1.000,82.07,88.66,6.39,4.43,0.52
As Ks 8h,AdKh,1.000,88.91,83.41,8.68,7.85,0.05
As Ks 8h,AdTs,0.755,81.89,37.34,14.35,25.64,22.67
As Ks 8h,AdJs,1.000,83.33,49.33,16.74,17.14,16.79
As Ks 8h,AdQs,1.000,84.72,73.47,11.77,9.64,5.12
As Ks 8h,2h2c,0.355,34.56,71.53,6.78,5.22,16.46
As Ks 8h,2h2d,0.355,34.56,71.54,6.79,5.23,16.45
As Ks 8h,3h3c,0.325,36.00,73.41,6.25,4.82,15.52
As Ks 8h,3h3d,0.325,36.00,73.43,6.25,4.82,15.50
As Ks 8h,4h4c,0.355,37.72,70.12,5.94,4.46,19.49
As Ks 8h,4h4d,0.355,37.72,70.12,5.94,4.46,19.49
As Ks 8h,5h5c,0.930,39.72,67.11,9.44,7.60,15.85
As Ks 8h,5h5d,0.930,39.72,67.11,9.44,7.60,15.85
As Ks 8h,5h4h,0.095,19.21,79.18,10.32,7.44,3.06
As Ks 8h,6h6c,1.000,42.07,74.58,8.45,7.10,9.88
As Ks 8h,6h6d,1.000,42.07,74.58,8.45,7.10,9.88
As Ks 8h,6h5h,0.205,19.99,66.47,13.63,9.46,10.43
As Ks 8h,7h7c,1.000,44.79,71.67,8.81,7.63,11.89
As Ks 8h,7h7d,1.000,44.79,71.67,8.81,7.63,11.89
As Ks 8h,7h6h,0.165,22.89,77.35,4.67,4.31,13.67
As Ks 8h,9h9c,1.000,53.34,76.01,5.42,4.40,14.17
As Ks 8h,9h9d,1.000,53.34,76.00,5.42,4.40,14.18
As Ks 8h,9h7h,0.010,26.69,53.92,3.34,3.13,39.60
As Ks 8h,ThTc,1.000,57.20,41.56,16.66,14.24,27.53
As Ks 8h,ThTd,1.000,57.20,41.56,16.66,14.24,27.54
As Ks 8h,Th9h,1.000,30.08,67.09,9.56,10.13,13.23
As Ks 8h,JhJc,1.000,59.78,79.94,4.84,3.63,11.58
As Ks 8h,JhJd,1.000,59.78,79.94,4.84,3.64,11.58
As Ks 8h,Jh9h,1.000,32.72,62.07,14.03,11.32,12.59
As Ks 8h,JhTh,1.000,42.90,75.51,8.00,8.97,7.52
As Ks 8h,QhJc,0.350,46.36,81.76,8.27,5.59,4.38
As Ks 8h,QhQc,1.000,61.73,84.35,1.95,1.58,12.12
As Ks 8h,QhJd,0.350,46.36,81.75,8.27,5.59,4.39
As Ks 8h,QhQd,1.000,61.73,84.36,1.95,1.58,12.11
As Ks 8h,Qh9h,1.000,37.17,48.17,17.46,12.70,21.67
As Ks 8h,QhTh,1.000,47.06,76.55,7.08,8.09,8.28
As Ks 8h,QhJh,1.000,48.63,77.65,8.11,6.64,7.60
As Ks 8h,QhJs,0.350,49.97,71.98,7.24,7.52,13.26
As Ks 8h,KhTc,0.050,69.28,93.19,3.12,3.02,0.67
As Ks 8h,KhJc,0.615,70.36,58.72,11.10,22.72,7.46
As Ks 8h,KhQc,1.000,71.45,21.10,13.86,39.16,25.88
As Ks 8h,KhKc,1.000,92.94,82.81,8.41,8.64,0.14
As Ks 8h,KhTd,0.050,69.28,93.19,3.12,3.02,0.67
As Ks 8h,KhJd,0.615,70.36,58.72,11.10,22.72,7.45
As Ks 8h,KhQd,1.000,71.45,21.10,13.86,39.15,25.88
As Ks 8h,KhKd,1.000,92.94,82.76,8.41,8.69,0.14
As Ks 8h,Kh5h,0.205,68.06,91.12,1.99,1.44,5.45
As Ks 8h,Kh6h,0.465,68.12,90.16,3.41,1.88,4.55
As Ks 8h,Kh7h,0.585,68.33,83.87,5.31,2.29,8.53
As Ks 8h,Kh9h,1.000,69.28,69.77,10.79,6.05,13.39
As Ks 8h,KhTh,1.000,70.78,57.63,7.39,7.14,27.84
As Ks 8h,KhJh,1.000,71.78,55.93,7.65,9.10,27.32
As Ks 8h,KhQh,1.000,72.79,41.44,10.29,13.71,34.55
As Ks 8h,KhTs,0.050,72.06,3.60,6.05,12.04,78.31
As Ks 8h,KhJs,0.615,73.47,13.36,5.61,20.34,60.69
As Ks 8h,KhQs,1.000,74.80,12.54,11.18,29.44,46.84
As Ks 8h,AhTc,0.755,79.70,47.65,9.71,17.18,25.45
As Ks 8h,AhJc,1.000,80.79,72.42,10.65,7.71,9.22
As Ks 8h,AhQc,1.000,81.97,87.44,6.20,5.50,0.85
As Ks 8h,AhKc,1.000,88.90,86.22,8.03,5.69,0.05
As Ks 8h,AhAc,1.000,93.16,40.32,18.94,28.30,12.44
As Ks 8h,AhTd,0.755,79.70,47.65,9.71,17.19,25.45
As Ks 8h,AhJd,1.000,80.79,72.41,10.65,7.71,9.23
As Ks 8h,AhQd,1.000,81.97,87.45,6.20,5.50,0.85
As Ks 8h,AhKd,1.000,88.90,86.23,8.03,5.69,0.05
As Ks 8h,AhAd,1.000,93.16,40.33,18.94,28.27,12.46
As Ks 8h,Ah3h,1.000,77.14,44.75,12.65,16.04,26.56
As Ks 8h,Ah4h,1.000,77.13,48.36,12.12,15.46,24.06
As Ks 8h,Ah5h,1.000,77.18,46.83,11.00,17.30,24.87
As Ks 8h,Ah6h,1.000,77.23,45.23,11.33,17.49,25.95
As Ks 8h,Ah7h,1.000,77.46,41.29,11.29,19.74,27.68
As Ks 8h,Ah9h,1.000,78.95,59.34,11.54,14.83,14.29
As Ks 8h,AhTh,1.000,80.81,73.33,13.61,11.79,1.26
As Ks 8h,AhJh,1.000,81.85,85.27,9.47,4.72,0.54
As Ks 8h,AhQh,1.000,82.98,91.34,5.34,3.22,0.10
As Ks 8h,AhKh,1.000,89.56,86.48,8.45,5.02,0.05
As Ks 8h,AhTs,0.755,81.98,40.89,12.61,23.50,22.99
As Ks 8h,AhJs,1.000,83.43,47.74,15.71,19.35,17.21
As Ks 8h,AhQs,1.000,84.83,73.20,11.66,9.97,5.16
As Ks 8h,2s2c,0.355,37.35,69.44,10.58,7.39,12.59
As Ks 8h,2s2d,0.355,37.35,69.46,10.58,7.39,12.57
