Flop,Hand,Weight OOP,OOP Equity
Ks 8h 2d,Tc9s,0.845,17.42
Ks 8h 2d,Jc2c,0.470,44.35
Ks 8h 2d,Jc3c,0.700,12.95
Ks 8h 2d,Jc4c,1.000,13.07
Ks 8h 2d,Jc5c,1.000,13.19
Ks 8h 2d,Jc6c,1.000,13.59
Ks 8h 2d,Jc7c,1.000,15.37
Ks 8h 2d,Jc8c,0.980,55.25
Ks 8h 2d,Jc9c,0.950,17.50
Ks 8h 2d,JcTc,0.655,19.75
Ks 8h 2d,Jc9d,0.190,17.44
Ks 8h 2d,JcTd,1.000,19.70
Ks 8h 2d,Jc9h,0.190,17.43
Ks 8h 2d,JcTh,1.000,19.68
Ks 8h 2d,Jc9s,0.190,17.37
Ks 8h 2d,JcTs,1.000,19.62
Ks 8h 2d,Qc2c,1.000,44.40
Ks 8h 2d,Qc3c,1.000,15.53
Ks 8h 2d,Qc4c,1.000,15.66
Ks 8h 2d,Qc5c,1.000,15.80
Ks 8h 2d,Qc6c,0.925,16.22
Ks 8h 2d,Qc7c,1.000,16.67
Ks 8h 2d,Qc8c,0.880,55.32
Ks 8h 2d,Qc9c,0.875,18.81
Ks 8h 2d,QcTc,0.655,21.08
Ks 8h 2d,QcJc,0.350,23.07
Ks 8h 2d,QcTd,1.000,21.05
Ks 8h 2d,QcJd,1.000,23.10
Ks 8h 2d,QcTh,1.000,21.03
Ks 8h 2d,QcJh,1.000,23.09
Ks 8h 2d,QcTs,1.000,20.96
Ks 8h 2d,QcJs,1.000,23.06
Ks 8h 2d,Kc2c,1.000,86.94
Ks 8h 2d,Kc3c,0.900,72.20
Ks 8h 2d,Kc4c,0.690,72.18
Ks 8h 2d,Kc5c,0.880,72.04
Ks 8h 2d,Kc6c,0.935,72.09
Ks 8h 2d,Kc7c,0.860,72.36
Ks 8h 2d,Kc8c,1.000,89.99
Ks 8h 2d,Kc9c,0.990,72.90
Ks 8h 2d,KcTc,0.600,73.62
Ks 8h 2d,KcJc,0.900,75.08
Ks 8h 2d,KcQc,0.830,77.94
Ks 8h 2d,Kc9d,0.320,73.23
Ks 8h 2d,KcTd,1.000,73.94
Ks 8h 2d,KcJd,0.830,75.33
Ks 8h 2d,KcQd,0.760,78.14
Ks 8h 2d,Kc9h,0.320,73.25
Ks 8h 2d,KcTh,1.000,73.96
Ks 8h 2d,KcJh,0.830,75.32
Ks 8h 2d,KcQh,0.760,78.13
Ks 8h 2d,Kc9s,0.320,73.07
Ks 8h 2d,KcTs,1.000,73.79
Ks 8h 2d,KcJs,0.830,75.24
Ks 8h 2d,KcQs,0.760,78.11
Ks 8h 2d,Ac2c,0.680,44.75
Ks 8h 2d,Ac3c,0.755,24.60
Ks 8h 2d,Ac4c,0.835,24.74
Ks 8h 2d,Ac5c,0.810,25.29
Ks 8h 2d,Ac6c,1.000,24.93
Ks 8h 2d,Ac7c,0.970,26.16
Ks 8h 2d,Ac8c,0.940,56.33
Ks 8h 2d,Ac9c,0.925,28.63
Ks 8h 2d,AcTc,0.825,32.25
Ks 8h 2d,AcJc,0.745,37.13
Ks 8h 2d,AcQc,0.475,42.78
Ks 8h 2d,Ac5d,0.430,25.24
Ks 8h 2d,Ac8d,0.465,56.50
Ks 8h 2d,Ac9d,0.980,28.67
Ks 8h 2d,AcTd,0.860,32.39
Ks 8h 2d,AcJd,0.995,37.29
Ks 8h 2d,AcQd,1.000,42.95
Ks 8h 2d,AcKd,0.425,86.10
Ks 8h 2d,Ac5h,0.430,25.24
Ks 8h 2d,Ac9h,0.980,28.62
Ks 8h 2d,AcTh,0.860,32.33
Ks 8h 2d,AcJh,0.995,37.28
Ks 8h 2d,AcQh,1.000,42.93
Ks 8h 2d,AcKh,0.425,85.75
Ks 8h 2d,Ac5s,0.430,25.23
Ks 8h 2d,Ac8s,0.465,56.28
Ks 8h 2d,Ac9s,0.980,28.57
Ks 8h 2d,AcTs,0.860,32.28
Ks 8h 2d,AcJs,0.995,37.23
Ks 8h 2d,AcQs,1.000,42.94
Ks 8h 2d,3d3c,1.000,38.28
Ks 8h 2d,4d4c,1.000,39.30
Ks 8h 2d,4d3d,1.000,16.95
Ks 8h 2d,5d4c,0.290,15.22
Ks 8h 2d,5d5c,1.000,41.00
Ks 8h 2d,5d3d,1.000,17.21
Ks 8h 2d,5d4d,0.700,18.73
Ks 8h 2d,5d4h,0.290,15.29
Ks 8h 2d,5d4s,0.290,15.29
Ks 8h 2d,6d5c,0.495,15.91
Ks 8h 2d,6d6c,1.000,43.72
Ks 8h 2d,6d3d,1.000,16.34
Ks 8h 2d,6d4d,1.000,17.88
Ks 8h 2d,6d5d,0.475,19.43
Ks 8h 2d,6d5h,0.495,15.98
Ks 8h 2d,6d5s,0.495,15.97
Ks 8h 2d,7d6c,0.500,16.67
Ks 8h 2d,7d7c,1.000,46.72
Ks 8h 2d,7d3d,0.095,15.38
Ks 8h 2d,7d4d,1.000,16.92
Ks 8h 2d,7d5d,1.000,18.44
Ks 8h 2d,7d6d,0.580,20.19
Ks 8h 2d,7d6h,0.500,16.75
Ks 8h 2d,7d6s,0.500,16.72
Ks 8h 2d,8d6c,0.115,53.17
Ks 8h 2d,8d7c,0.605,53.28
Ks 8h 2d,8d8c,1.000,94.96
Ks 8h 2d,8d4d,0.605,55.83
Ks 8h 2d,8d5d,1.000,55.53
Ks 8h 2d,8d6d,1.000,55.50
Ks 8h 2d,8d7d,0.550,55.59
Ks 8h 2d,8d6h,0.115,53.29
Ks 8h 2d,8d7h,0.605,53.39
Ks 8h 2d,8d6s,0.115,53.17
Ks 8h 2d,8d7s,0.605,53.24
Ks 8h 2d,9d7c,0.155,17.11
Ks 8h 2d,9d8c,0.515,54.77
Ks 8h 2d,9d9c,1.000,51.97
Ks 8h 2d,9d3d,0.265,15.70
Ks 8h 2d,9d5d,1.000,17.33
Ks 8h 2d,9d6d,1.000,19.09
Ks 8h 2d,9d7d,1.000,20.67
Ks 8h 2d,9d8d,0.775,56.97
Ks 8h 2d,9d7h,0.155,17.19
Ks 8h 2d,9d7s,0.155,17.15
Ks 8h 2d,9d8s,0.515,54.62
Ks 8h 2d,Td8c,0.230,55.21
Ks 8h 2d,Td9c,0.845,17.48
Ks 8h 2d,TdTc,0.965,55.46
Ks 8h 2d,Td3d,0.265,15.49
Ks 8h 2d,Td4d,0.415,15.61
Ks 8h 2d,Td5d,0.530,15.73
Ks 8h 2d,Td6d,1.000,17.48
Ks 8h 2d,Td7d,1.000,19.20
Ks 8h 2d,Td8d,1.000,57.37
Ks 8h 2d,Td9d,0.620,21.23
Ks 8h 2d,Td9h,0.845,17.57
Ks 8h 2d,Td8s,0.230,55.06
Ks 8h 2d,Td9s,0.845,17.51
Ks 8h 2d,Jd9c,0.190,17.42
Ks 8h 2d,JdTc,1.000,19.70
Ks 8h 2d,JdJc,0.870,60.02
Ks 8h 2d,Jd3d,0.700,16.79
Ks 8h 2d,Jd4d,1.000,16.91
Ks 8h 2d,Jd5d,1.000,17.04
Ks 8h 2d,Jd6d,1.000,17.45
Ks 8h 2d,Jd7d,1.000,19.15
Ks 8h 2d,Jd8d,0.980,57.60
Ks 8h 2d,Jd9d,0.950,21.22
Ks 8h 2d,JdTd,0.655,23.35
Ks 8h 2d,Jd9h,0.190,17.52
Ks 8h 2d,JdTh,1.000,19.80
Ks 8h 2d,Jd9s,0.190,17.46
Ks 8h 2d,JdTs,1.000,19.73
Ks 8h 2d,QdTc,1.000,21.03
Ks 8h 2d,QdJc,1.000,23.10
Ks 8h 2d,QdQc,0.345,64.87
Ks 8h 2d,Qd3d,1.000,19.32
Ks 8h 2d,Qd4d,1.000,19.45
Ks 8h 2d,Qd5d,1.000,19.60
Ks 8h 2d,Qd6d,0.925,20.03
Ks 8h 2d,Qd7d,1.000,20.47
Ks 8h 2d,Qd8d,0.880,57.70
Ks 8h 2d,Qd9d,0.875,22.54
Ks 8h 2d,QdTd,0.655,24.70
Ks 8h 2d,QdJd,0.350,26.63
Ks 8h 2d,QdTh,1.000,21.14
Ks 8h 2d,QdJh,1.000,23.23
Ks 8h 2d,QdTs,1.000,21.07
Ks 8h 2d,QdJs,1.000,23.19
Ks 8h 2d,Kd9c,0.320,73.17
Ks 8h 2d,KdTc,1.000,73.90
Ks 8h 2d,KdJc,0.830,75.31
Ks 8h 2d,KdQc,0.760,78.14
Ks 8h 2d,Kd3d,0.900,73.81
Ks 8h 2d,Kd4d,0.690,73.80
Ks 8h 2d,Kd5d,0.880,73.67
Ks 8h 2d,Kd6d,0.935,73.72
Ks 8h 2d,Kd7d,0.860,73.96
Ks 8h 2d,Kd8d,1.000,90.66
Ks 8h 2d,Kd9d,0.990,74.51
Ks 8h 2d,KdTd,0.600,75.19
Ks 8h 2d,KdJd,0.900,76.60
Ks 8h 2d,KdQd,0.830,79.35
Ks 8h 2d,Kd9h,0.320,73.39
Ks 8h 2d,KdTh,1.000,74.12
Ks 8h 2d,KdJh,0.830,75.50
Ks 8h 2d,KdQh,0.760,78.33
Ks 8h 2d,Kd9s,0.320,73.21
Ks 8h 2d,KdTs,1.000,73.94
Ks 8h 2d,KdJs,0.830,75.42
Ks 8h 2d,KdQs,0.760,78.31
Ks 8h 2d,Ad5c,0.430,25.31
Ks 8h 2d,Ad8c,0.465,56.66
Ks 8h 2d,Ad9c,0.980,28.73
Ks 8h 2d,AdTc,0.860,32.47
Ks 8h 2d,AdJc,0.995,37.40
Ks 8h 2d,AdQc,1.000,43.08
Ks 8h 2d,AdKc,0.425,86.20
Ks 8h 2d,Ad3d,0.755,28.28
Ks 8h 2d,Ad4d,0.835,28.42
Ks 8h 2d,Ad5d,0.810,28.96
Ks 8h 2d,Ad6d,1.000,28.66
Ks 8h 2d,Ad7d,0.970,29.84
Ks 8h 2d,Ad8d,0.940,58.89
Ks 8h 2d,Ad9d,0.925,32.28
Ks 8h 2d,AdTd,0.825,35.74
Ks 8h 2d,AdJd,0.745,40.42
Ks 8h 2d,AdQd,0.475,45.85
Ks 8h 2d,Ad5h,0.430,25.40
Ks 8h 2d,Ad9h,0.980,28.85
Ks 8h 2d,AdTh,0.860,32.58
Ks 8h 2d,AdJh,0.995,37.55
Ks 8h 2d,AdQh,1.000,43.23
Ks 8h 2d,AdKh,0.425,86.09
Ks 8h 2d,Ad5s,0.430,25.38
Ks 8h 2d,Ad8s,0.465,56.57
Ks 8h 2d,Ad9s,0.980,28.79
Ks 8h 2d,AdTs,0.860,32.53
Ks 8h 2d,AdJs,0.995,37.50
Ks 8h 2d,AdQs,1.000,43.24
Ks 8h 2d,2h2c,1.000,92.49
Ks 8h 2d,3h3c,1.000,38.27
Ks 8h 2d,3h3d,1.000,38.37
Ks 8h 2d,3h2h,1.000,46.63
Ks 8h 2d,4h4c,1.000,39.29
Ks 8h 2d,4h4d,1.000,39.40
Ks 8h 2d,4h2h,1.000,46.66
Ks 8h 2d,4h3h,1.000,16.99
Ks 8h 2d,5h4c,0.290,15.22
Ks 8h 2d,5h5c,1.000,40.99
Ks 8h 2d,5h4d,0.290,15.29
Ks 8h 2d,5h5d,1.000,41.10
Ks 8h 2d,5h2h,1.000,46.83
Ks 8h 2d,5h3h,1.000,17.26
Ks 8h 2d,5h4h,0.700,18.79
Ks 8h 2d,5h4s,0.290,15.29
Ks 8h 2d,6h5c,0.495,15.90
Ks 8h 2d,6h6c,1.000,43.71
Ks 8h 2d,6h5d,0.495,15.98
Ks 8h 2d,6h6d,1.000,43.82
Ks 8h 2d,6h3h,1.000,16.40
Ks 8h 2d,6h4h,1.000,17.95
Ks 8h 2d,6h5h,0.475,19.50
Ks 8h 2d,6h5s,0.495,15.97
Ks 8h 2d,7h6c,0.500,16.66
Ks 8h 2d,7h7c,1.000,46.67
Ks 8h 2d,7h6d,0.500,16.74
Ks 8h 2d,7h7d,1.000,46.78
Ks 8h 2d,7h3h,0.095,15.44
Ks 8h 2d,7h4h,1.000,16.99
Ks 8h 2d,7h5h,1.000,18.51
Ks 8h 2d,7h6h,0.580,20.26
Ks 8h 2d,7h6s,0.500,16.71
Ks 8h 2d,9h7c,0.155,17.08
Ks 8h 2d,9h8c,0.515,54.75
Ks 8h 2d,9h9c,1.000,52.02
Ks 8h 2d,9h7d,0.155,17.16
Ks 8h 2d,9h8d,0.515,54.85
Ks 8h 2d,9h9d,1.000,52.20
Ks 8h 2d,9h2h,0.280,47.11
Ks 8h 2d,9h3h,0.265,15.74
Ks 8h 2d,9h5h,1.000,17.38
Ks 8h 2d,9h6h,1.000,19.14
Ks 8h 2d,9h7h,1.000,20.72
Ks 8h 2d,9h7s,0.155,17.12
Ks 8h 2d,9h8s,0.515,54.61
Ks 8h 2d,Th8c,0.230,55.18
Ks 8h 2d,Th9c,0.845,17.47
Ks 8h 2d,ThTc,0.965,55.53
Ks 8h 2d,Th8d,0.230,55.29
Ks 8h 2d,Th9d,0.845,17.57
Ks 8h 2d,ThTd,0.965,55.70
Ks 8h 2d,Th3h,0.265,15.53
Ks 8h 2d,Th4h,0.415,15.64
Ks 8h 2d,Th5h,0.530,15.76
Ks 8h 2d,Th6h,1.000,17.52
Ks 8h 2d,Th7h,1.000,19.23
Ks 8h 2d,Th9h,0.620,21.29
Ks 8h 2d,Th8s,0.230,55.04
Ks 8h 2d,Th9s,0.845,17.50
Ks 8h 2d,Jh9c,0.190,17.41
Ks 8h 2d,JhTc,1.000,19.69
Ks 8h 2d,JhJc,0.870,60.01
Ks 8h 2d,Jh9d,0.190,17.53
Ks 8h 2d,JhTd,1.000,19.80
Ks 8h 2d,JhJd,0.870,60.18
Ks 8h 2d,Jh2h,0.470,47.22
Ks 8h 2d,Jh3h,0.700,16.85
Ks 8h 2d,Jh4h,1.000,16.97
Ks 8h 2d,Jh5h,1.000,17.10
Ks 8h 2d,Jh6h,1.000,17.51
Ks 8h 2d,Jh7h,1.000,19.21
Ks 8h 2d,Jh9h,0.950,21.27
Ks 8h 2d,JhTh,0.655,23.40
Ks 8h 2d,Jh9s,0.190,17.45
Ks 8h 2d,JhTs,1.000,19.72
Ks 8h 2d,QhTc,1.000,21.02
Ks 8h 2d,QhJc,1.000,23.09
Ks 8h 2d,QhQc,0.345,64.87
Ks 8h 2d,QhTd,1.000,21.15
Ks 8h 2d,QhJd,1.000,23.22
Ks 8h 2d,QhQd,0.345,65.04
Ks 8h 2d,Qh2h,1.000,47.29
Ks 8h 2d,Qh3h,1.000,19.37
Ks 8h 2d,Qh4h,1.000,19.50
Ks 8h 2d,Qh5h,1.000,19.66
Ks 8h 2d,Qh6h,0.925,20.08
Ks 8h 2d,Qh7h,1.000,20.52
Ks 8h 2d,Qh9h,0.875,22.59
Ks 8h 2d,QhTh,0.655,24.73
Ks 8h 2d,QhJh,0.350,26.68
Ks 8h 2d,QhTs,1.000,21.06
Ks 8h 2d,QhJs,1.000,23.18
Ks 8h 2d,Kh9c,0.320,72.91
Ks 8h 2d,KhTc,1.000,73.63
Ks 8h 2d,KhJc,0.830,75.04
Ks 8h 2d,KhQc,0.760,77.85
Ks 8h 2d,Kh9d,0.320,73.11
Ks 8h 2d,KhTd,1.000,73.83
Ks 8h 2d,KhJd,0.830,75.23
Ks 8h 2d,KhQd,0.760,78.05
Ks 8h 2d,Kh2h,1.000,87.29
Ks 8h 2d,Kh3h,0.900,73.49
Ks 8h 2d,Kh4h,0.690,73.48
Ks 8h 2d,Kh5h,0.880,73.35
Ks 8h 2d,Kh6h,0.935,73.40
Ks 8h 2d,Kh7h,0.860,73.66
Ks 8h 2d,Kh9h,0.990,74.27
Ks 8h 2d,KhTh,0.600,74.95
Ks 8h 2d,KhJh,0.900,76.31
Ks 8h 2d,KhQh,0.830,79.04
Ks 8h 2d,Kh9s,0.320,72.95
Ks 8h 2d,KhTs,1.000,73.68
Ks 8h 2d,KhJs,0.830,75.15
Ks 8h 2d,KhQs,0.760,78.01
Ks 8h 2d,Ah5c,0.430,25.17
Ks 8h 2d,Ah8c,0.465,56.61
Ks 8h 2d,Ah9c,0.980,28.63
Ks 8h 2d,AhTc,0.860,32.36
Ks 8h 2d,AhJc,0.995,37.25
Ks 8h 2d,AhQc,1.000,42.90
Ks 8h 2d,AhKc,0.425,86.19
Ks 8h 2d,Ah5d,0.430,25.27
Ks 8h 2d,Ah8d,0.465,56.75
Ks 8h 2d,Ah9d,0.980,28.79
Ks 8h 2d,AhTd,0.860,32.52
Ks 8h 2d,AhJd,0.995,37.42
Ks 8h 2d,AhQd,1.000,43.07
Ks 8h 2d,AhKd,0.425,86.43
Ks 8h 2d,Ah2h,0.680,47.68
Ks 8h 2d,Ah3h,0.755,28.18
Ks 8h 2d,Ah4h,0.835,28.31
Ks 8h 2d,Ah5h,0.810,28.85
Ks 8h 2d,Ah6h,1.000,28.55
Ks 8h 2d,Ah7h,0.970,29.72
Ks 8h 2d,Ah9h,0.925,32.18
Ks 8h 2d,AhTh,0.825,35.62
Ks 8h 2d,AhJh,0.745,40.31
Ks 8h 2d,AhQh,0.475,45.70
Ks 8h 2d,Ah5s,0.430,25.25
Ks 8h 2d,Ah8s,0.465,56.52
Ks 8h 2d,Ah9s,0.980,28.69
Ks 8h 2d,AhTs,0.860,32.41
Ks 8h 2d,AhJs,0.995,37.36
Ks 8h 2d,AhQs,1.000,43.06
Ks 8h 2d,2s2c,1.000,92.49
Ks 8h 2d,2s2h,1.000,92.49
Ks 8h 2d,3s3c,1.000,38.25
Ks 8h 2d,3s3d,1.000,38.36
Ks 8h 2d,3s3h,1.000,38.34
Ks 8h 2d,3s2s,1.000,46.72
Ks 8h 2d,4s4c,1.000,39.27
Ks 8h 2d,4s4d,1.000,39.38
Ks 8h 2d,4s4h,1.000,39.37
Ks 8h 2d,4s2s,1.000,46.76
Ks 8h 2d,4s3s,1.000,17.12
Ks 8h 2d,5s4c,0.290,15.21
Ks 8h 2d,5s5c,1.000,40.94
Ks 8h 2d,5s4d,0.290,15.28
Ks 8h 2d,5s5d,1.000,41.05
Ks 8h 2d,5s4h,0.290,15.28
Ks 8h 2d,5s5h,1.000,41.04
Ks 8h 2d,5s2s,1.000,46.89
Ks 8h 2d,5s3s,1.000,17.37
Ks 8h 2d,5s4s,0.700,18.89
Ks 8h 2d,6s5c,0.495,15.88
Ks 8h 2d,6s6c,1.000,43.60
Ks 8h 2d,6s5d,0.495,15.95
Ks 8h 2d,6s6d,1.000,43.71
Ks 8h 2d,6s5h,0.495,15.95
Ks 8h 2d,6s6h,1.000,43.70
Ks 8h 2d,6s3s,1.000,16.50
Ks 8h 2d,6s4s,1.000,18.04
Ks 8h 2d,6s5s,0.475,19.57
Ks 8h 2d,7s6c,0.500,16.63
Ks 8h 2d,7s7c,1.000,46.57
Ks 8h 2d,7s6d,0.500,16.71
Ks 8h 2d,7s7d,1.000,46.67
Ks 8h 2d,7s6h,0.500,16.71
Ks 8h 2d,7s7h,1.000,46.62
Ks 8h 2d,7s3s,0.095,15.55
Ks 8h 2d,7s4s,1.000,17.08
Ks 8h 2d,7s5s,1.000,18.58
Ks 8h 2d,7s6s,0.580,20.31
Ks 8h 2d,8s6c,0.115,52.94
Ks 8h 2d,8s7c,0.605,53.05
Ks 8h 2d,8s8c,1.000,94.93
Ks 8h 2d,8s6d,0.115,53.06
Ks 8h 2d,8s7d,0.605,53.17
Ks 8h 2d,8s8d,1.000,94.98
Ks 8h 2d,8s6h,0.115,53.06
Ks 8h 2d,8s7h,0.605,53.16
Ks 8h 2d,8s4s,0.605,55.76
Ks 8h 2d,8s5s,1.000,55.42
Ks 8h 2d,8s6s,1.000,55.32
Ks 8h 2d,8s7s,0.550,55.39
Ks 8h 2d,9s7c,0.155,17.05
Ks 8h 2d,9s8c,0.515,54.51
Ks 8h 2d,9s9c,1.000,51.69
Ks 8h 2d,9s7d,0.155,17.13
Ks 8h 2d,9s8d,0.515,54.60
Ks 8h 2d,9s9d,1.000,51.87
Ks 8h 2d,9s7h,0.155,17.13
Ks 8h 2d,9s9h,1.000,51.92
Ks 8h 2d,9s2s,0.280,47.09
Ks 8h 2d,9s3s,0.265,15.83
Ks 8h 2d,9s5s,1.000,17.45
Ks 8h 2d,9s6s,1.000,19.18
Ks 8h 2d,9s7s,1.000,20.74
Ks 8h 2d,9s8s,0.775,56.66
Ks 8h 2d,Ts8c,0.230,54.95
Ks 8h 2d,Ts9c,0.845,17.42
Ks 8h 2d,TsTc,0.965,55.18
Ks 8h 2d,Ts8d,0.230,55.06
Ks 8h 2d,Ts9d,0.845,17.51
Ks 8h 2d,TsTd,0.965,55.35
Ks 8h 2d,Ts9h,0.845,17.50
Ks 8h 2d,TsTh,0.965,55.41
Ks 8h 2d,Ts3s,0.265,15.64
Ks 8h 2d,Ts4s,0.415,15.75
Ks 8h 2d,Ts5s,0.530,15.85
Ks 8h 2d,Ts6s,1.000,17.58
Ks 8h 2d,Ts7s,1.000,19.28
Ks 8h 2d,Ts8s,1.000,57.06
Ks 8h 2d,Ts9s,0.620,21.28
Ks 8h 2d,Js9c,0.190,17.39
Ks 8h 2d,JsTc,1.000,19.66
Ks 8h 2d,JsJc,0.870,59.87
Ks 8h 2d,Js9d,0.190,17.50
Ks 8h 2d,JsTd,1.000,19.78
Ks 8h 2d,JsJd,0.870,60.05
Ks 8h 2d,Js9h,0.190,17.49
Ks 8h 2d,JsTh,1.000,19.76
Ks 8h 2d,JsJh,0.870,60.03
Ks 8h 2d,Js2s,0.470,47.25
Ks 8h 2d,Js3s,0.700,16.96
Ks 8h 2d,Js4s,1.000,17.08
Ks 8h 2d,Js5s,1.000,17.20
Ks 8h 2d,Js6s,1.000,17.59
Ks 8h 2d,Js7s,1.000,19.27
Ks 8h 2d,Js8s,0.980,57.42
Ks 8h 2d,Js9s,0.950,21.30
Ks 8h 2d,JsTs,0.655,23.43
Ks 8h 2d,QsTc,1.000,21.03
Ks 8h 2d,QsJc,1.000,23.10
Ks 8h 2d,QsQc,0.345,64.85
Ks 8h 2d,QsTd,1.000,21.16
Ks 8h 2d,QsJd,1.000,23.23
Ks 8h 2d,QsQd,0.345,65.02
Ks 8h 2d,QsTh,1.000,21.14
Ks 8h 2d,QsJh,1.000,23.22
Ks 8h 2d,QsQh,0.345,65.01
Ks 8h 2d,Qs2s,1.000,47.40
Ks 8h 2d,Qs3s,1.000,19.52
Ks 8h 2d,Qs4s,1.000,19.65
Ks 8h 2d,Qs5s,1.000,19.79
Ks 8h 2d,Qs6s,0.925,20.18
Ks 8h 2d,Qs7s,1.000,20.61
Ks 8h 2d,Qs8s,0.880,57.60
Ks 8h 2d,Qs9s,0.875,22.64
Ks 8h 2d,QsTs,0.655,24.80
Ks 8h 2d,QsJs,0.350,26.78
Ks 8h 2d,As5c,0.430,25.28
Ks 8h 2d,As8c,0.465,56.63
Ks 8h 2d,As9c,0.980,28.70
Ks 8h 2d,AsTc,0.860,32.44
Ks 8h 2d,AsJc,0.995,37.37
Ks 8h 2d,AsQc,1.000,43.05
Ks 8h 2d,AsKc,0.425,86.16
Ks 8h 2d,As5d,0.430,25.38
Ks 8h 2d,As8d,0.465,56.77
Ks 8h 2d,As9d,0.980,28.86
Ks 8h 2d,AsTd,0.860,32.60
Ks 8h 2d,AsJd,0.995,37.53
Ks 8h 2d,AsQd,1.000,43.22
Ks 8h 2d,AsKd,0.425,86.40
Ks 8h 2d,As5h,0.430,25.38
Ks 8h 2d,As9h,0.980,28.81
Ks 8h 2d,AsTh,0.860,32.55
Ks 8h 2d,AsJh,0.995,37.52
Ks 8h 2d,AsQh,1.000,43.20
Ks 8h 2d,AsKh,0.425,86.05
Ks 8h 2d,As2s,0.680,47.91
Ks 8h 2d,As3s,0.755,28.36
Ks 8h 2d,As4s,0.835,28.49
Ks 8h 2d,As5s,0.810,29.02
Ks 8h 2d,As6s,1.000,28.71
Ks 8h 2d,As7s,0.970,29.89
Ks 8h 2d,As8s,0.940,58.74
Ks 8h 2d,As9s,0.925,32.28
Ks 8h 2d,AsTs,0.825,35.74
Ks 8h 2d,AsJs,0.745,40.47
Ks 8h 2d,AsQs,0.475,45.94
Ks 8h 6d,3c2c,1.000,11.74
Ks 8h 6d,4c2c,1.000,13.21
Ks 8h 6d,4c3c,1.000,13.13
Ks 8h 6d,5c2c,1.000,14.70
Ks 8h 6d,5c3c,1.000,14.62
Ks 8h 6d,5c4c,0.700,26.46
Ks 8h 6d,5c4d,0.290,26.52
Ks 8h 6d,5c4h,0.290,26.52
Ks 8h 6d,5c4s,0.290,26.52
Ks 8h 6d,6c3c,1.000,46.81
Ks 8h 6d,6c4c,1.000,47.48
Ks 8h 6d,6c5c,0.475,47.93
Ks 8h 6d,6c5d,0.495,48.04
Ks 8h 6d,6c5h,0.495,48.03
Ks 8h 6d,6c5s,0.495,47.98
Ks 8h 6d,7c3c,0.095,14.92
Ks 8h 6d,7c4c,1.000,27.21
Ks 8h 6d,7c5c,1.000,39.49
Ks 8h 6d,7c6c,0.580,50.11
Ks 8h 6d,7c6h,0.500,50.20
Ks 8h 6d,7c6s,0.500,50.08
Ks 8h 6d,8c4c,0.605,51.57
Ks 8h 6d,8c5c,1.000,52.05
Ks 8h 6d,8c6c,1.000,81.48
Ks 8h 6d,8c7c,0.550,53.12
Ks 8h 6d,8c7d,0.605,53.25
Ks 8h 6d,8c6h,0.115,81.51
Ks 8h 6d,8c7h,0.605,53.22
Ks 8h 6d,8c6s,0.115,81.33
Ks 8h 6d,8c7s,0.605,53.08
Ks 8h 6d,9c2c,0.280,13.87
Ks 8h 6d,9c3c,0.265,13.79
Ks 8h 6d,9c5c,1.000,25.97
Ks 8h 6d,9c6c,1.000,49.52
Ks 8h 6d,9c7c,1.000,39.66
Ks 8h 6d,9c8c,0.775,53.66
Ks 8h 6d,9c7d,0.155,39.75
Ks 8h 6d,9c8d,0.515,53.77
Ks 8h 6d,9c7h,0.155,39.75
Ks 8h 6d,9c7s,0.155,39.71
Ks 8h 6d,9c8s,0.515,53.54
Ks 8h 6d,Tc3c,0.265,12.27
Ks 8h 6d,Tc4c,0.415,13.63
Ks 8h 6d,Tc5c,0.530,13.82
Ks 8h 6d,Tc6c,1.000,48.92
Ks 8h 6d,Tc7c,1.000,27.72
Ks 8h 6d,Tc8c,1.000,53.30
Ks 8h 6d,Tc9c,0.620,28.52
Ks 8h 6d,Tc8d,0.230,53.41
Ks 8h 6d,Tc9d,0.845,28.51
Ks 8h 6d,Tc9h,0.845,28.51
Ks 8h 6d,Tc8s,0.230,53.18
Ks 8h 6d,Tc9s,0.845,28.45
Ks 8h 6d,Jc2c,0.470,12.25
Ks 8h 6d,Jc3c,0.700,12.17
Ks 8h 6d,Jc4c,1.000,13.53
Ks 8h 6d,Jc5c,1.000,14.91
Ks 8h 6d,Jc6c,1.000,48.02
Ks 8h 6d,Jc7c,1.000,16.98
Ks 8h 6d,Jc8c,0.980,52.57
Ks 8h 6d,Jc9c,0.950,17.66
Ks 8h 6d,JcTc,0.655,18.64
Ks 8h 6d,Jc9d,0.190,17.59
Ks 8h 6d,JcTd,1.000,18.57
Ks 8h 6d,Jc9h,0.190,17.58
Ks 8h 6d,JcTh,1.000,18.56
Ks 8h 6d,Jc9s,0.190,17.52
Ks 8h 6d,JcTs,1.000,18.50
Ks 8h 6d,Qc2c,1.000,14.84
Ks 8h 6d,Qc3c,1.000,14.78
Ks 8h 6d,Qc4c,1.000,16.11
Ks 8h 6d,Qc5c,1.000,17.52
Ks 8h 6d,Qc6c,0.925,48.11
Ks 8h 6d,Qc7c,1.000,19.60
Ks 8h 6d,Qc8c,0.880,52.66
Ks 8h 6d,Qc9c,0.875,20.33
Ks 8h 6d,QcTc,0.655,21.35
Ks 8h 6d,QcJc,0.350,22.08
Ks 8h 6d,QcTd,1.000,21.31
Ks 8h 6d,QcJd,1.000,22.11
Ks 8h 6d,QcTh,1.000,21.30
